source_id,source_url,source_title,original_question,self_contained_question,question_type,clinical_domain,why_open,difficulty
PMID:1600345,https://pubmed.ncbi.nlm.nih.gov/1600345/,Endothelial heterogeneity and the acquired immunodeficiency syndrome: a paradigm for the pathogenesis of vascular disorders.,It is also unresolved how endothelia of either type may be differentially induced to dedifferentiate and how they are recruited into the lesion,How are different endothelial types differentially induced to dedifferentiate and recruited into Kaposi's sarcoma lesions?,mechanism,Oncology,The molecular mechanisms governing differential endothelial recruitment and dedifferentiation are not yet understood,4
PMID:40802031,https://pubmed.ncbi.nlm.nih.gov/40802031/,Topical and transdermal lipid-polymer hybrid nanoparticles (LPN): an integration in advancing dermatological treatments.,their practical applicability in dermatological treatments remains an open question,What is the practical clinical applicability and translational potential of lipid-polymer hybrid nanoparticles in dermatology treatments?,treatment,Dermatology,"Although structurally promising, evidence for clinical efficacy in dermatological conditions is still being established",3
PMID:12557087,https://pubmed.ncbi.nlm.nih.gov/12557087/,[Allergic reactions to implant materials].,The existence of allergy-induced implant loosening is still an open question,Can metal allergy cause implant loosening and failure in patients with hypersensitivity to implant materials?,mechanism,Orthopedics,Causation between metal allergy and implant loosening has not been clearly established,3
PMID:37206187,https://pubmed.ncbi.nlm.nih.gov/37206187/,Mitochondrial dysfunction in glaucomatous degeneration.,"Although the mechanism of glaucoma remains an open question, a theory related to mitochondrial dysfunction has been emerging in the last decade",What is the precise role of mitochondrial dysfunction in the pathogenesis of glaucomatous retinal ganglion cell death and optic nerve degeneration?,mechanism,Ophthalmology,"While mitochondrial involvement is emerging, the complete mechanistic pathway in glaucoma pathogenesis is not yet fully characterized",4
PMID:39308450,https://pubmed.ncbi.nlm.nih.gov/39308450/,The Lego hypothesis of tissue morphogenesis: stereotypic organization of parallel orientational cell adhesions for epithelial self-assembly.,a key open question about tissue morphogenesis is how to regulate OCAs to make compatible adhesive cellular Lego pieces for tissue construction,How can orientational cell adhesion (OCA) molecules be regulated to control epithelial cell assembly and tissue morphogenesis?,mechanism,Cell Biology,The molecular regulation of orientational cell adhesions for controlled tissue construction remains unresolved,4
PMID:15882232,https://pubmed.ncbi.nlm.nih.gov/15882232/,Determinants of immunodiagnostic success in human ocular toxoplasmosis.,Whether a delay in the onset of local specific antibody production reflects immunotolerance in cases of congenital - but not obviously in those of acquired - infection remains an open question,Does congenital ocular toxoplasmosis differ from acquired infection in the timing of local antibody response due to immunotolerance mechanisms?,mechanism,Ophthalmology,The differential immunological response between congenital and acquired ocular toxoplasmosis is poorly understood,3
PMID:41436432,https://pubmed.ncbi.nlm.nih.gov/41436432/,Gasdermins in neurodegeneration: emerging mechanisms and therapeutic targets.,"How post-transcriptional modifications (PTMs) regulate this unconventional activity, and under what physiological or pathological contexts these alternative mechanisms are engaged, remains an open question","How do post-transcriptional modifications regulate gasdermin pore formation, and in which physiological or pathological contexts do these mechanisms operate?",mechanism,Neurology,The regulation of unconventional gasdermin activation by PTMs and its context-dependent engagement is newly discovered and incompletely understood,4
PMID:23625324,https://pubmed.ncbi.nlm.nih.gov/23625324/,[Anticoagulation].,"It remains an open question whether these new anticoagulants will improve the efficacy, safety, and acceptance of anticoagulant treatment approaches","Will novel anticoagulants with improved pharmacological profiles demonstrate superior efficacy, safety, and patient acceptance compared to traditional heparins and vitamin K antagonists?",treatment,Hematology,Long-term clinical outcomes and comparative effectiveness of new anticoagulants require further evidence,2
PMID:28181049,https://pubmed.ncbi.nlm.nih.gov/28181049/,"Condensin, master organizer of the genome.",The precise mechanism of action is still an open question,"What is the precise molecular mechanism by which condensin complexes power DNA compaction, organization, and chromosome segregation?",mechanism,Molecular Biology,"Despite functional importance, the exact biophysical mechanism of condensin action remains incompletely characterized",4
PMID:39726537,https://pubmed.ncbi.nlm.nih.gov/39726537/,Hypothalamic-pituitary-adrenal axis in anorexia nervosa; an underestimated endocrine dysfunction among adolescents.,The mechanisms behind the adrenocortical dysfunctions in eating disorders patients remain an open question and there are no available treatments,"What are the underlying mechanisms causing hypothalamic-pituitary-adrenal axis dysfunction in anorexia nervosa, and how can this be therapeutically targeted?",mechanism,Psychiatry,The pathophysiology of HPA axis dysfunction in eating disorders and specific treatment approaches are not established,3
PMID:35208186,https://pubmed.ncbi.nlm.nih.gov/35208186/,Molecular Mechanisms of Parathyroid Disorders in Chronic Kidney Disease.,"How CKD stimulates the parathyroid to increase parathyroid hormone (PTH) secretion, gene expression and cell proliferation remains an open question",What specific mechanisms in chronic kidney disease stimulate increased parathyroid hormone secretion and parathyroid cell proliferation?,mechanism,Nephrology,The complete molecular pathway linking CKD to secondary hyperparathyroidism is not fully characterized,4
PMID:30666481,https://pubmed.ncbi.nlm.nih.gov/30666481/,Is cell transplantation a reliable therapeutic strategy for spinal cord injury in clinical practice? A systematic review and meta-analysis from 22 clinical controlled trials.,It is an open question whether cell transplantation can provide safety and effective outcome to spinal cord injury (SCI) patient which has remained controversial for almost 40 years,Is cell transplantation a safe and effective therapeutic approach for improving functional recovery in spinal cord injury patients?,treatment,Neurosurgery,"Despite decades of research, clinical efficacy and safety remain debated in the field",3
PMID:7906947,https://pubmed.ncbi.nlm.nih.gov/7906947/,Clinical studies in Alzheimer patients with positron emission tomography.,How early in the progress of the disease deficits in these parameters can be observed is still an open question,At what stage in the progression of Alzheimer's disease can deficits in cerebral blood flow and metabolism be detected using PET imaging?,diagnosis,Neurology,Early biomarkers of disease progression require longitudinal studies to establish when deficits first appear,3
PMID:24102271,https://pubmed.ncbi.nlm.nih.gov/24102271/,Autologus stem cell transplatation as a care option in elderly patients. A review.,"their role in the onco-geriatric setting remains an open question, due to the presence of chronic disease",What is the safety and efficacy of autologous stem cell transplantation in elderly patients with hematological cancers and multiple comorbidities?,treatment,Oncology,Clinical outcomes in elderly patients with comorbidities are not well characterized and patient selection criteria remain unclear,3
PMID:28980761,https://pubmed.ncbi.nlm.nih.gov/28980761/,Parathyroid Nodular Hyperplasia and Responsiveness to Drug Therapy in Renal Secondary Hyperparathyroidism: An Open Question.,The responsiveness to therapy and regression of the nodular hyperplasia of PTG remains an open question in the calcimimetic era as well as the cutoff between medical and surgical therapy,"Can calcimimetic drugs cause regression of parathyroid nodular hyperplasia in secondary hyperparathyroidism, and what criteria best define when surgery is needed instead of medical therapy?",treatment,Nephrology,Drug response in nodular hyperplasia and optimal medical vs. surgical decision criteria require further evidence,3
PMID:42011523,https://pubmed.ncbi.nlm.nih.gov/42011523/,Can obesity medications replace metabolic and bariatric surgery? A comprehensive review.,The potential of obesity medications to serve as viable alternatives to bariatric surgery to treat obesity remains an open question,Can anti-obesity pharmacotherapy achieve weight loss outcomes and long-term metabolic control comparable to bariatric surgery?,treatment,Endocrinology,"While medications show improved efficacy, durability and complete substitution for surgical outcomes remain unproven",3
PMID:39061182,https://pubmed.ncbi.nlm.nih.gov/39061182/,Locally Advanced Cervical Cancer: Neoadjuvant Treatment versus Standard Radio-Chemotherapy-An Updated Meta-Analysis.,the benefits of adjuvant surgery after neoadjuvant treatments remain a debated issue and a still open question in the literature,Does surgery after neoadjuvant chemotherapy or chemoradiation improve survival outcomes in patients with locally advanced cervical cancer compared to standard chemoradiation alone?,treatment,Oncology,Optimal sequencing of neoadjuvant therapy and surgery remains controversial with mixed evidence,3
PMID:31197561,https://pubmed.ncbi.nlm.nih.gov/31197561/,"Could Blockchain Technology Empower Patients, Improve Education, and Boost Research in Radiology Departments? An Open Question for Future Applications.","Could Blockchain Technology Empower Patients, Improve Education, and Boost Research in Radiology Departments? An Open Question for Future Applications","Can blockchain technology improve patient data control, resident training outcomes, and research efficiency in radiology departments?",methodology,Radiology,Practical implementation and clinical efficacy of blockchain in radiology workflows have not been established,2
PMID:10799092,https://pubmed.ncbi.nlm.nih.gov/10799092/,Patellar resurfacing in total knee arthroplasty.,Whether or not to resurface the patella when performing a primary total knee arthroplasty remains an open question,Does patellar resurfacing during total knee arthroplasty improve long-term clinical outcomes and patient satisfaction?,treatment,Orthopedics,Clinical trial results are inconsistent with variable outcomes between resurfaced and non-resurfaced approaches,2
PMID:37393461,https://pubmed.ncbi.nlm.nih.gov/37393461/,Screening approaches for lung cancer by blood-based biomarkers: Challenges and opportunities.,it remains an open question which biomarker will actually improve a LCS program and do this against acceptable costs,Which blood-based biomarkers should be integrated into lung cancer screening programs to improve early detection while maintaining cost-effectiveness?,diagnosis,Oncology,Multiple promising biomarkers exist but implementation strategies and cost-benefit analysis are not yet established,3
PMID:30159610,https://pubmed.ncbi.nlm.nih.gov/30159610/,Mobile Stroke Units - Cost-Effective or Just an Expensive Hype?,One reason is the still open question of cost-effectiveness,Are Mobile Stroke Units with pre-hospital computed tomography and telemedicine cost-effective compared to standard ambulance transport and hospital-based stroke care?,treatment,Neurology,Clinical benefits are proven but health economic analysis and cost-effectiveness outcomes require prospective data,2
PMID:12918460,https://pubmed.ncbi.nlm.nih.gov/12918460/,"Radiofrequency ablation, PEIT, and TACE for hepatocellular carcinoma.",An open question remains the choice among percutaneous techniques,"Which percutaneous interventional technique (radiofrequency ablation, percutaneous ethanol injection, or transarterial chemoembolization) provides the best outcomes for hepatocellular carcinoma?",treatment,Oncology,Relative efficacy and optimal patient selection criteria for each technique are not definitively established,3
PMID:30878666,https://pubmed.ncbi.nlm.nih.gov/30878666/,"The 4th St. Gallen EORTC Gastrointestinal Cancer Conference: Controversial issues in the multimodal primary treatment of gastric, junctional and oesophageal adenocarcinoma.","the optimal choice of perioperative CTx versus neoadjuvant radiochemotherapy (neoRCTx), especially for AEG, was identified as an open question","For adenocarcinoma of the esophagogastric junction, is neoadjuvant chemotherapy or neoadjuvant chemoradiation the superior preoperative treatment approach?",treatment,Oncology,Comparative efficacy differs by tumor location and patient factors; optimal selection criteria remain controversial,3
PMID:22273829,https://pubmed.ncbi.nlm.nih.gov/22273829/,Remifentanil for labour analgesia: a meta-analysis of randomised controlled trials.,"Due to a low number of reported adverse events, the safety issue of remifentanil use in labour remains an open question that needs to be addressed in future trials",What is the long-term maternal and fetal safety profile of remifentanil patient-controlled analgesia during labor?,treatment,Anesthesiology,Limited adverse event reporting in trials means comprehensive safety data are not yet established,2
PMID:16796377,https://pubmed.ncbi.nlm.nih.gov/16796377/,"Cannabinoids, electrophysiology, and retrograde messengers: challenges for the next 5 years.",whether it does so cooperatively or antagonistically remains an open question,Does delta9-tetrahydrocannabinol (delta9THC) cooperatively or antagonistically interact with endocannabinoid-mediated neuronal plasticity?,mechanism,Pharmacology,The nature of interaction between exogenous and endogenous cannabinoids at the cellular level is not yet determined,4
PMID:29435340,https://pubmed.ncbi.nlm.nih.gov/29435340/,Radiation-related occupational cancer and its recognition criteria in South Korea.,reducing uncertainty with respect to the determination of causation between exposure and cancer and developing more specific criteria that considers mixed exposure to radiation and other carcinogenic agents remains an important open question,How can causation between occupational radiation exposure and cancer be definitively established when workers are exposed to multiple carcinogens?,epidemiology,Public Health,Establishing individual causation is difficult due to multiple exposures and lack of dose-response thresholds in radiation biology,4
PMID:37821800,https://pubmed.ncbi.nlm.nih.gov/37821800/,Efficacy of mouthwash on reducing salivary SARS-CoV-2 viral load and clinical symptoms: a systematic review and meta-analysis.,there is an open question regarding whether mouthwash could effectively reduce virus transmission during the COVID-19 pandemic,Does mouthwash effectively reduce salivary SARS-CoV-2 viral load and transmission risk in COVID-19 patients and exposed workers?,prevention,Infectious Disease,"Studies demonstrate some efficacy but optimal dosing, frequency, and clinical impact on transmission remain unclear",2
PMID:23838440,https://pubmed.ncbi.nlm.nih.gov/23838440/,DNA replication timing.,Whether these patterns have inherent biological functions or simply reflect higher-order genome structure is an open question,"Do DNA replication timing patterns have independent biological functions in gene regulation and evolution, or are they merely a consequence of chromosome domain structure?",mechanism,Molecular Biology,The functional significance of replication timing versus its structural determinism remains philosophically and experimentally unresolved,4
PMID:30327620,https://pubmed.ncbi.nlm.nih.gov/30327620/,Baclofen for the Treatment of Alcohol Use Disorder in Patients With Liver Cirrhosis: 10 Years After the First Evidence.,"Open question about the most appropriate dose of the drug, duration of the treatment and need of additional studies",What is the optimal dose and treatment duration of baclofen for alcohol use disorder in patients with advanced liver cirrhosis?,treatment,Psychiatry,"While efficacy is established, optimal dosing regimens and treatment duration have not been standardized",2
PMID:35837330,https://pubmed.ncbi.nlm.nih.gov/35837330/,Role of Chaperone-Mediated Autophagy in Ageing Biology and Rejuvenation of Stem Cells.,What lies at the basis of the mechanisms that regulate the maintenance and self-renewal of pluripotent stem cells?,"What are the detailed molecular mechanisms that regulate stem cell self-renewal and pluripotency control at the epigenetic, transcriptional, and metabolic levels?",mechanism,Cell Biology,The abstract explicitly states this is 'still an open question' and the review explores the emerging role of CMA in this process as 'a new and not yet well-explored horizon',4
PMID:35183605,https://pubmed.ncbi.nlm.nih.gov/35183605/,Novel insights into contact dermatitis.,How can biomarkers distinguish between irritant and allergic patch test reactions?,What biomarkers can reliably differentiate irritant contact dermatitis from allergic contact dermatitis in clinical diagnostic testing?,diagnosis,Dermatology,"Paper states: 'Some promising candidates have recently been identified, but verification and validation in clinical cases still need to be done.'",3
PMID:35183605,https://pubmed.ncbi.nlm.nih.gov/35183605/,Novel insights into contact dermatitis.,"Why do fragrance allergens, particularly terpenes and acrylates in medical devices, cause such high rates in some regions?","What are the geographic and clinical factors explaining high persistent rates of fragrance allergen-induced contact dermatitis, particularly from terpenes and acrylates in medical devices?",epidemiology,Dermatology,Paper explicitly states: 'These represent unsolved problems. Recent advances in immunology have opened the way for a better understanding of the complexity of contact dermatitis',3
PMID:38183680,https://pubmed.ncbi.nlm.nih.gov/38183680/,Brain energy metabolism: A roadmap for future research.,What are the major gaps in knowledge about interrelationships between brain metabolism and brain function?,"What are the biochemical, cellular, and subcellular mechanisms linking brain metabolism to function across development, aging, and disease?",mechanism,Neuroscience,Abstract states: 'there remains much still to discover' and describes 'major gaps in our knowledge' and lists specific 'unknowns' including NAD+ metabolism and brain energy metabolism in pathologies,4
PMID:38183680,https://pubmed.ncbi.nlm.nih.gov/38183680/,Brain energy metabolism: A roadmap for future research.,What are the mysteries about NAD+ as a cofactor and signaling molecule in brain metabolism?,What are the specific roles of NAD+ in brain energy metabolism and how does NAD+ status change during aging and disease?,mechanism,Neuroscience,Paper explicitly mentions 'mysteries about the major brain cofactor and signaling molecule NAD+' as an unsolved problem,4
PMID:38183680,https://pubmed.ncbi.nlm.nih.gov/38183680/,Brain energy metabolism: A roadmap for future research.,How does metabolic downregulation occur during hibernation and what are its implications for brain function?,What are the molecular and cellular mechanisms underlying metabolic adaptation and functional preservation during hibernation?,mechanism,Neuroscience,"Paper lists 'unsolved problems underlying brain metabolism in pathologies such as traumatic brain injury, epilepsy, and metabolic downregulation during hibernation'",4
PMID:35726097,https://pubmed.ncbi.nlm.nih.gov/35726097/,Historical and current perspectives on blood endothelial cell heterogeneity in the brain.,What are the important unsolved questions regarding brain endothelial cell heterogeneity and function?,What molecular mechanisms explain the phenotypic and functional heterogeneity of brain endothelial cells across different brain regions?,mechanism,Other,Abstract explicitly states: 'we discuss important unsolved questions in the field' regarding blood endothelial cell heterogeneity,4
PMID:37081555,https://pubmed.ncbi.nlm.nih.gov/37081555/,Leveraging the glymphatic and meningeal lymphatic systems as therapeutic strategies in Alzheimer's disease: an updated overview of nonpharmacological therapies.,What are the mechanisms by which amyloid-beta and tau proteins accumulate and lead to disease progression in Alzheimer's disease?,How do amyloid-beta and tau proteins accumulate in the brain and what are the specific mechanisms leading to neurodegeneration in Alzheimer's disease?,mechanism,Neurology,"Paper states: 'the mechanisms by which such proteins accumulate and lead to disease progression are still unknown. Such lack of understanding disrupts the development of disease-modifying interventions, leaving a therapeutic gap that remains unsolved'",5
PMID:27189851,https://pubmed.ncbi.nlm.nih.gov/27189851/,Vitiligo.,What is the connection between melanocyte depletion and stem cell exhaustion in vitiligo?,What is the mechanistic relationship between melanocyte loss and epidermal stem cell dysfunction in vitiligo?,mechanism,Dermatology,Paper explicitly lists as an unsolved question: 'the connection between melanocyte depletion and stem cell exhaustion',4
PMID:27189851,https://pubmed.ncbi.nlm.nih.gov/27189851/,Vitiligo.,What are the underlying degenerative mechanisms and biological mediators of melanocyte cell death in vitiligo?,What are the precise biochemical pathways and molecular mediators causing melanocyte death and the transition to a senescent phenotype in vitiligo?,mechanism,Dermatology,Paper lists: 'the underlying degenerative mechanisms and the biological mediators of cell death' as unsolved questions,4
PMID:25874378,https://pubmed.ncbi.nlm.nih.gov/25874378/,The hyperornithinemia-hyperammonemia-homocitrullinuria syndrome.,Why does the clinical phenotype of HHH syndrome vary so widely and not correlate with genotype or metabolite levels?,What factors explain the extreme phenotypic variability in HHH syndrome that is independent of SLC25A15 mutations and plasma metabolite concentrations?,mechanism,Endocrinology,Paper states: 'The clinical phenotype is extremely variable and its severity does not correlate with the genotype or with recorded ammonium/ornithine plasma levels' and calls this part of 'the still unsolved pathophysiology of the disease',5
PMID:40728512,https://pubmed.ncbi.nlm.nih.gov/40728512/,An overview of RecQ helicases and related diseases.,How do RecQ helicase mutations lead to genomic instability and what are the underlying mechanisms?,"What are the molecular mechanisms by which mutations in BLM, WRN, and RECQL4 genes cause genomic instability and cancer predisposition?",mechanism,Genetics & Genomics,"The review addresses mechanisms of dysfunction in cellular processes, with implications for preventing genetic disorders (Bloom, Werner, Rothmund-Thomson syndromes) that remain incompletely understood",4
PMID:31080045,https://pubmed.ncbi.nlm.nih.gov/31080045/,Organelle aging: Lessons from model organisms.,What are the mechanisms for age-related decline of cellular homeostasis and organelle function?,What molecular and cellular mechanisms underlie the structural and functional deterioration of organelles during organismal aging?,mechanism,Geriatrics,Paper explicitly states: 'the mechanism for age-related decline of cellular homeostasis and organelle function remains largely unsolved',4
PMID:29385732,https://pubmed.ncbi.nlm.nih.gov/29385732/,Biomarkers for Detecting Mitochondrial Disorders.,What validated biomarkers can be used to diagnose mitochondrial disorders?,"What combination of biomarkers (metabolic, genetic, imaging, or functional) can reliably detect and diagnose mitochondrial disorders across different tissue involvement patterns?",diagnosis,Pharmacology,"Paper concludes: 'There is currently a lack of validated biomarkers for diagnosing MIDs' and lists microRNAs, cutaneous respirometry, and small molecule reporters as biomarkers with 'unsolved' roles",4
PMID:37081213,https://pubmed.ncbi.nlm.nih.gov/37081213/,The appendix and ulcerative colitis - an unsolved connection.,What is the nature and basis of the association between the appendix and ulcerative colitis pathogenesis?,What is the mechanistic role of the appendix in ulcerative colitis pathogenesis and how does the appendix's microbiota and immunological function relate to disease development?,mechanism,Gastroenterology,Paper explicitly states: 'the nature and basis of this association remains unclear' and 'Major questions about the role of the appendix in the pathogenesis of ulcerative colitis remain unanswered',4
PMID:34881420,https://pubmed.ncbi.nlm.nih.gov/34881420/,Rice functional genomics: decades' efforts and roads ahead.,What are the unsolved molecular biology questions in rice that prevent full understanding of trait regulation?,"What are the detailed molecular mechanisms underlying rice traits including fertility, stress responses, nutrient utilization, and developmental pathways?",methodology,Other,Paper mentions 'unsolved molecular biology questions in rice' and discusses how cutting-edge technologies are needed to 'further extend our understanding of unsolved molecular biology questions in rice',3
PMID:36464877,https://pubmed.ncbi.nlm.nih.gov/36464877/,Post-COVID-19 Gastro-Intestinal Disturbances.,What is the association between gastrointestinal symptoms and outcomes of COVID-19 patients?,"How do gastrointestinal symptoms during and after COVID-19 correlate with disease severity, long-term outcomes, and persistent symptoms in long-COVID-19 patients?",mechanism,Infectious Disease,"Paper states: 'An unsolved issue regarding COVID-19 is the association between GI symptoms and the outcome of COVID-19 patients. Several studies and metanalyses suggest a worse evolution of COVID-19 in patients presenting with GI symptoms. However, these data have not been agreed.'",3
PMID:39770976,https://pubmed.ncbi.nlm.nih.gov/39770976/,Maternal Gut Microbiome-Mediated Epigenetic Modifications in Cognitive Development and Impairments: A New Frontier for Therapeutic Innovation.,What are the unsolved challenges of gut microbiome-targeted therapeutics in mitigating cognitive dysfunctions for clinical translation?,What are the specific barriers to translating gut microbiome and epigenetic-based interventions into clinical treatments for cognitive impairment across different life stages?,treatment,Psychiatry,Paper explicitly states: 'Unsolved challenges of gut microbiome-targeted therapeutics in mitigating cognitive dysfunctions for translation into clinical practice are discussed',4
PMID:36446324,https://pubmed.ncbi.nlm.nih.gov/36446324/,The History of Obesity Research.,What is the mystery of leptin resistance in obesity?,What are the molecular mechanisms underlying leptin resistance and how does this resistance develop despite the established role of leptin in weight control?,mechanism,Endocrinology,"Paper explicitly states: 'the mystery of leptin resistance remains unsolved' and 'Despite all our collective knowledge, we appear no closer in solving the obesity puzzle today than we were 50 years ago'",5
PMID:37108711,https://pubmed.ncbi.nlm.nih.gov/37108711/,Zonulin as a Potential Therapeutic Target in Microbiota-Gut-Brain Axis Disorders: Encouraging Results and Emerging Questions.,What are the unsolved questions about the exact protein sequence of zonulin?,"What is the precise molecular structure and identity of zonulin protein, and how does this clarification impact understanding of its tight junction regulation function?",mechanism,Molecular Biology,"Paper states: 'the present review also addresses the emerging issues, including the use of misleading nomenclature or the unsolved questions about the exact protein sequence of zonulin'",3
PMID:37658011,https://pubmed.ncbi.nlm.nih.gov/37658011/,Unsolved mysteries in marine nitrogen fixation.,What is the fundamental balance of nitrogen input and losses in the ocean?,"How do rates of marine nitrogen fixation by various organisms balance against denitrification and loss processes, and what factors regulate this balance?",mechanism,Other,"Paper states: 'The fundamental balance of N input and losses has not been fully resolved' and discusses 'many unanswered questions, unresolved hypotheses, and unchallenged paradigms'",4
PMID:37658011,https://pubmed.ncbi.nlm.nih.gov/37658011/,Unsolved mysteries in marine nitrogen fixation.,What is the significance of nitrogenase genes in non-cyanobacterial diazotrophs?,What functional roles do nitrogenase genes in diverse non-cyanobacterial diazotrophs play in marine nitrogen fixation and ecosystem productivity?,mechanism,Other,"Paper states: 'Nitrogenase genes associated with diverse non-cyanobacterial diazotrophs (NCDs) are prevalent, but their significance remains a huge knowledge gap'",4
PMID:36629257,https://pubmed.ncbi.nlm.nih.gov/36629257/,Metabolically-targeted dCas9 expression in bacteria.,How can gene expression be restricted to relevant bacterial species in a complex microbiome?,What methods enable selective gene expression regulation targeting specific bacterial species based on metabolic activity within complex polymicrobial communities?,methodology,Microbiology,Paper states: 'The ability to restrict gene expression to a relevant bacterial species in a complex microbiome is an unsolved problem',4
PMID:34973469,https://pubmed.ncbi.nlm.nih.gov/34973469/,Microbiota and body weight control: Weight watchers within?,Why has translation of microbiota-related interventions for body weight control in humans achieved limited success despite extensive associations?,What are the barriers to translating gut microbiota-based interventions into effective clinical treatments for obesity and body weight dysregulation?,treatment,Endocrinology,"Paper states: 'Despite extensive associations between body weight and gut microbiota composition, limited success could be achieved in the translation of microbiota-related interventions for body weight control in humans' and 'managing body weight remains an unsolved clinical problem'",5
PMID:35956335,https://pubmed.ncbi.nlm.nih.gov/35956335/,Probiotics Administration in Cystic Fibrosis: What Is the Evidence?,Are probiotics essential elements of cystic fibrosis therapy and how should they optimally be used?,What probiotic strains and dosing regimens are most effective for correcting dysbiosis and improving clinical outcomes in cystic fibrosis patients?,treatment,Pulmonology,Paper concludes: 'the available data cannot be considered sufficient to indicate that these bacteria are essential elements of CF therapy. Further studies that take into account the still unsolved aspects on how to use probiotics are absolutely necessary',3
PMID:32655495,https://pubmed.ncbi.nlm.nih.gov/32655495/,Modulation of the Inflammatory Response and Bone Healing.,What is the optimal treatment for complex fractures and large bone defects?,How can immunomodulation and inflammatory response control be optimally applied to improve bone healing in complex fractures and large bone defects?,treatment,Orthopedics,Paper states: 'The optimal treatment for complex fractures and large bone defects is an important unsolved issue in orthopedics',4
PMID:38446574,https://pubmed.ncbi.nlm.nih.gov/38446574/,Circulating hematopoietic stem/progenitor cell subsets contribute to human hematopoietic homeostasis.,What is the contribution of circulating hematopoietic stem/progenitor cells to human hematopoiesis?,What are the quantitative and qualitative contributions of circulating hematopoietic stem/progenitor cells to steady-state blood cell production and hematopoietic homeostasis?,mechanism,Hematology,Paper states: 'their contribution to human hematopoiesis remain unsolved' as motivation for the comprehensive analysis,4
PMID:33995680,https://pubmed.ncbi.nlm.nih.gov/33995680/,TGF-β loaded exosome enhances ischemic wound healing,How can chronic ischemic wounds be effectively treated and healed?,What are the optimal strategies for delivering growth factors and promoting angiogenesis to achieve complete healing of chronic ischemic wounds?,treatment,Surgery,"Paper states: 'With over seven million infections and $25 billion treatment cost, chronic ischemic wounds are one of the most serious complications in the United States. To address this unsolved problem...'",4
PMID:28433510,https://pubmed.ncbi.nlm.nih.gov/28433510/,Biomaterial stiffness determines stem cell fate.,What are the unsolved problems and future directions of biomaterial stiffness in tissue engineering?,How can biomaterial stiffness be precisely controlled and optimized to direct stem cell differentiation toward desired cell types in tissue engineering applications?,methodology,Biomedical Engineering,Paper concludes: 'We discuss the unsolved problems and future directions of biomaterial stiffness in tissue engineering',3
PMID:33731275,https://pubmed.ncbi.nlm.nih.gov/33731275/,Cryogel biomaterials for neuroscience applications.,How can cryogels be adapted to tackle unsolved neuroscience challenges?,"What novel applications of cryogel biomaterials could address open problems in neural tissue regeneration, brain repair, and neuroscience research?",methodology,Neuroscience,Paper states: 'We hope that this review shall initiate creative ways that cryogels could be further adapted and employed to tackle unsolved neuroscience challenges',3
PMID:38391684,https://pubmed.ncbi.nlm.nih.gov/38391684/,Tracheal Tissue Engineering: Principles and State of the Art.,How can fully functional tracheal replacements be engineered without the need for lifelong immunosuppression?,"What combination of scaffold materials, cell types, and culture methods can produce a functional tracheal substitute suitable for implantation without chronic immunosuppression?",treatment,Biomedical Engineering,Paper states: 'Patients affected by long-segment tracheal defects or stenoses represent an unsolved surgical issue' and tissue engineering aims to solve this by recreating a functional tracheal substitute,5
PMID:29876867,https://pubmed.ncbi.nlm.nih.gov/29876867/,Stem Cell and Obesity: Current State and Future Perspective.,How can stem cell therapies be effectively applied to control obesity and related metabolic disorders?,What are the mechanisms by which adipose-derived stromal cells can be applied to treat obesity and related comorbidities such as type 2 diabetes and metabolic syndrome?,treatment,Endocrinology,"Paper states: 'Despite of gaining partially desirable results, the problem is remained unsolved. Therefore, finding a new approach that can overcome previous limitations is very attractive'",4
PMID:39498746,https://pubmed.ncbi.nlm.nih.gov/39498746/,Engineering Injectable and Highly Interconnected Porous Silk Fibroin Microspheres for Tissue Regeneration.,How can silk fibroin microspheres with highly interconnected porous structures be engineered efficiently?,What fabrication methods can produce injectable silk fibroin microspheres with predictable interconnected porosity suitable for tissue regeneration and sustained drug delivery?,methodology,Biomedical Engineering,Paper states: 'the engineering of silk fibroin microspheres with a highly interconnected porous structure remains an unsolved challenge',3
PMID:31967345,https://pubmed.ncbi.nlm.nih.gov/31967345/,Ubiquitin Dynamics in Stem Cell Biology: Current Challenges and Perspectives.,What are the unsolved issues in understanding ubiquitin dynamics and stem cell function?,"How do ubiquitin-mediated processes beyond protein degradation (including mRNA stability regulation, translation, and trafficking) coordinate to control stem cell self-renewal and differentiation?",mechanism,Cell Biology,Paper states: 'unsolved issues in the field are emphasized and will need to be tackled in order to fully understand the contribution of ubiquitin dynamics to stem cell self-renewal and differentiation',4
PMID:35534623,https://pubmed.ncbi.nlm.nih.gov/35534623/,Third-generation EGFR and ALK inhibitors: mechanisms of resistance and management.,What are the mechanisms by which resistance to third-generation EGFR and ALK inhibitors develops?,What are the on-target and off-target molecular mechanisms that drive acquired resistance to osimertinib and lorlatinib in EGFR-mutant and ALK-rearranged lung cancers?,mechanism,Oncology,"Paper states: 'Despite their marked efficacy, resistance to these agents remains an unsolved fundamental challenge'",5
